app_name,app_id,developer_name,developer_id,developer_url,app_url,category,price,rating,rating_count,release_date,bundle_id,description,Contact_Email
Binance: Compra Bitcoin Crypto,1436799971,Binance Switzerland AG,1436799820,https://apps.apple.com/ar/developer/binance-switzerland-ag/id1436799820?uo=4,https://apps.apple.com/ar/app/binance-compra-bitcoin-crypto/id1436799971?uo=4,Finance,Gratis,4.83742,57238,2018-10-06T19:55:47Z,com.czzhao.binance,"Compra, vende y haz holding de criptomonedas como Bitcoin (BTC), Ether (ETH), Solana (SOL), Notcoin (NOT) y Pepe (PEPE) de forma segura y con comisiones de trading bajas. Con más de 300 millones de us...",supports-wallet@2x.png
Balanz,1318206099,Balanz,1298032869,https://apps.apple.com/ar/developer/balanz/id1298032869?uo=4,https://apps.apple.com/ar/app/balanz/id1318206099?uo=4,Finance,Gratis,4.76793,9816,2017-12-15T13:09:43Z,com.balanz.BZMACP,"Somos Especialistas en Valor. Tenemos 20 años de trayectoria en el mercado de capitales.

Abrí tu Cuenta de Inversión, y operá todos los activos del mercado en sus horarios habituales.

Realizá el seg...",bipmovil@bpba.com.ar
Wallet - Money Management,1032467659,BudgetBakers s.r.o.,977611890,https://apps.apple.com/ar/developer/budgetbakers-s-r-o/id977611890?uo=4,https://apps.apple.com/ar/app/wallet-money-management/id1032467659?uo=4,Finance,Gratis,4.69894,1136,2015-10-04T18:31:16Z,com.budgetbakers.BudgetBakers,"¿POR QUÉ A LA GENTE LE ENCANTA WALLET HECHO POR BUDGETBAKERS?

“Me ha ayudado mucho a ahorrar el dinero. Usarlo es muy fácil y agradable.” - Yasin Geddi
“¡¡Perfecto!! Es una app superbuena.Tiene estil...",hello@spendee.com
Finanzas personales MoneyStats,1249678565,Tom Tennstedt,1065357282,https://apps.apple.com/ar/developer/tom-tennstedt/id1065357282?uo=4,https://apps.apple.com/ar/app/finanzas-personales-moneystats/id1249678565?uo=4,Finance,Gratis,4.75488,665,2017-06-19T19:09:29Z,com.ttdeveloped.moneystatistics,"¡Tu presupuesto, tus finanzas, tu plan! ¡Controla tus ingresos y gastos y ahorra dinero!

¡Con MoneyStats tienes control total de tus finanzas personales, tu presupuesto y tus ingresos y gastos! ¡Cree...",contact@encodemx.com
"Investing.com: Bolsa, noticias",909998122,Fusion Media Limited,909998125,https://apps.apple.com/ar/developer/fusion-media-limited/id909998125?uo=4,https://apps.apple.com/ar/app/investing-com-bolsa-noticias/id909998122?uo=4,Finance,Gratis,4.81451,3418,2014-09-02T07:00:00Z,com.investing.app,"Investing.com ofrece una serie de herramientas financieras, con una amplia variedad de instrumentos de inversión locales y globales. Toda la información que necesitan traders e inversores está a su di...",ios@myfxbook.com
Santander Argentina,626971464,Santander Río,626971467,https://apps.apple.com/ar/developer/santander-r%C3%ADo/id626971467?uo=4,https://apps.apple.com/ar/app/santander-argentina/id626971464?uo=4,Finance,Gratis,4.81468,93652,2013-04-02T23:41:30Z,ar.com.santander.rio.mbanking,"Descargá la App Santander y accedé a todas las funcionalidades del banco en tu celu.
 
Si todavía no te sumaste a las 5 millones de personas que nos eligen, hacelo ahora desde la App rápido y seguro, ...",bipmovil@bpba.com.ar
AstroPay - Billetera Virtual,1128476912,AstroPay,1128476911,https://apps.apple.com/ar/developer/astropay/id1128476911?uo=4,https://apps.apple.com/ar/app/astropay-billetera-virtual/id1128476912?uo=4,Finance,Gratis,4.75746,20850,2017-03-12T15:46:22Z,com.astropaycard.APCMobile,"AstroPay es el sistema financiero para ciudadanos globales. Una billetera multimoneda con tarjeta física y virtual para freelancers, nómadas digitales y viajeros. Transferencias internacionales, pagos...",hola@uala.com.ar
TradingView - Bolsa,1205990992,TradingView,1205990991,https://apps.apple.com/ar/developer/tradingview/id1205990991?uo=4,https://apps.apple.com/ar/app/tradingview-bolsa/id1205990992?uo=4,Finance,Gratis,4.89034,13551,2017-04-24T11:29:54Z,com.tradingview.tradingviewapp,"En pocas palabras, somos el lugar donde el mundo entero analiza gráficos, chatea y negocia en los mercados. Más de 100 millones de personas utilizan nuestra red social y nuestros supergráficos sobreal...",
LB Finanzas: billetera virtual,1644159531,Let'sBit,1644159533,https://apps.apple.com/ar/developer/letsbit/id1644159533?uo=4,https://apps.apple.com/ar/app/lb-finanzas-billetera-virtual/id1644159531?uo=4,Finance,Gratis,4.40488,410,2022-12-07T08:00:00Z,com.letsbit.app,"LB Finanzas es una billetera virtual que te permite invertir en acciones o cripto, ahorrar, traer dólares del exterior y mucho más.  

Somos una billetera virtual que te permite manejar todas tus fina...",info@prexcard.com.ar
Gastos Diarios: Finanzas,1414523287,Michel Carvajal,1323184141,https://apps.apple.com/ar/developer/michel-carvajal/id1323184141?uo=4,https://apps.apple.com/ar/app/gastos-diarios-finanzas/id1414523287?uo=4,Finance,Gratis,4.75,672,2019-06-20T15:27:09Z,com.michmobile.daily-expenses,"Gastos Diarios es una aplicación diseñada para organizar tus gastos y tus ingresos, registra por fecha tus movimientos de dinero y después revisa los totales diarios, mensuales o anuales en los report...",contact@encodemx.com
Naranja X: Billetera Virtual,1452691757,Tarjeta Naranja SA,1149562719,https://apps.apple.com/ar/developer/tarjeta-naranja-sa/id1149562719?uo=4,https://apps.apple.com/ar/app/naranja-x-billetera-virtual/id1452691757?uo=4,Finance,Gratis,4.53491,125405,2019-04-05T16:03:09Z,com.tarjetanaranja.ncuenta,"Manejá tu plata desde una sola billetera virtual y hacela crecer día a día.

¿Qué ofrece la App de Naranja X? Cuenta remunerada, Tarjetas de crédito y débito, Pagar con QR, Préstamos personales, Compr...",bipmovil@bpba.com.ar
Finanzas Personales MoneyCoach,989642198,MoneyCoach UG,1170891449,https://apps.apple.com/ar/developer/moneycoach-ug/id1170891449?uo=4,https://apps.apple.com/ar/app/finanzas-personales-moneycoach/id989642198?uo=4,Finance,Gratis,4.59341,91,2015-06-18T15:41:06Z,com.duuro.moneyCoach,MoneyCoach está ayudando a millones de personas con sus hábitos financieros y la atención plena de una manera súper fácil e inteligente. MoneyCoach crea hábitos financieros saludables que reducen su e...,contact@moneylover.me
Mobills - Budget Planner,921838244,Toro Investimentos Ltda.,1057015463,https://apps.apple.com/ar/developer/toro-investimentos-ltda/id1057015463?uo=4,https://apps.apple.com/ar/app/mobills-budget-planner/id921838244?uo=4,Finance,Gratis,4.60433,5396,2014-11-15T00:00:26Z,br.com.mobillslabs.Mobills,"Con Mobills, usted controla tus finanzas en pocos minutos y tiene todo el mes de tranquilidad.

Más de 3 millones de personas eligieron nuestra aplicación para gestionar sus gastos y no tomar un susto...",suporte@mobills.com.br
"IOL: Dólar, acciones, ¡y más!",1615111890,Portal Integral de Inversiones S.A.U.,1615111892,https://apps.apple.com/ar/developer/portal-integral-de-inversiones-s-a-u/id1615111892?uo=4,https://apps.apple.com/ar/app/iol-d%C3%B3lar-acciones-y-m%C3%A1s/id1615111890?uo=4,Finance,Gratis,4.8187,57772,2022-08-31T07:00:00Z,com.iol.brokerargiol,"Hola ¡Bienvenido a IOL!

Somos el broker líder de inversiones en Argentina, formamos parte del Grupo Supervielle y llevamos más de 25 años de experiencia, ayudando a más de 1 millón y medio de persona...",bipmovil@bpba.com.ar
imagin・Banco Móvil y Finanzas,1069665204,"CaixaBank, S.A.",318806097,https://apps.apple.com/ar/developer/caixabank-s-a/id318806097?uo=4,https://apps.apple.com/ar/app/imagin-banco-m%C3%B3vil-y-finanzas/id1069665204?uo=4,Finance,Gratis,4.57864,178,2016-01-14T16:10:56Z,es.lacaixa.mobile.imaginBank,"imagin – Más que una app para gestionar tu dinero

Descarga la app de imagin, elige la banca digital que se preocupa por el planeta y empieza a disfrutar de descuentos top, controlar tus finanzas, com...",bbvabancamovil@bbva.com
Nu,814456780,NU PAGAMENTOS S/A INSTITUICAO DE PAGAMENTO,814456783,https://apps.apple.com/ar/developer/nu-pagamentos-s-a-instituicao-de-pagamento/id814456783?uo=4,https://apps.apple.com/ar/app/nu/id814456780?uo=4,Finance,Gratis,4.84837,521,2014-04-24T20:53:33Z,com.nu.iphone,"Simple, humana y transparente. Así es la vida financiera con Nu. Con nuestros productos de crédito y ahorro, queremos devolverte el control de tu tiempo y dinero para que los uses en lo que más amas y...",ayuda@nu.com.co
Mercado Pago: cuenta digital,925436649,MercadoLibre,463624855,https://apps.apple.com/ar/developer/mercadolibre/id463624855?uo=4,https://apps.apple.com/ar/app/mercado-pago-cuenta-digital/id925436649?uo=4,Finance,Gratis,4.82082,1377328,2014-12-17T23:58:29Z,com.mercadopago.MercadoPago,"Te damos la bienvenida a Mercado Pago, la cuenta digital de Mercado Libre, donde tu dinero crece y puedes mantenerlo siempre seguro. Descarga la app y transforma tu vida financiera. 
Con Mercado Pago,...",
Control de Gastos - Fleur,1621020173,Akash Jain,1473155604,https://apps.apple.com/ar/developer/akash-jain/id1473155604?uo=4,https://apps.apple.com/ar/app/control-de-gastos-fleur/id1621020173?uo=4,Finance,Gratis,4.82888,187,2022-05-22T07:00:00Z,com.fleurbudget,"Fleur is a cute and simple budget planner and tracker app. The app allows you to easily add daily expenses and income. You can also set a monthly budget, create multiple accounts and track your debt. ...",bills.organizer.kdvsolutions@gmail.com
Spendee Money & Budget Planner,635861140,Cleevio s.r.o.,455201242,https://apps.apple.com/ar/developer/cleevio-s-r-o/id455201242?uo=4,https://apps.apple.com/ar/app/spendee-money-budget-planner/id635861140?uo=4,Finance,Gratis,4.76525,1606,2013-07-15T09:31:07Z,com.cleevio.spendee,"¡Ahorre dinero sin esfuerzo! Spendee es una aplicación de presupuesto GRATUITA que ya adoran casi 3.000.000 de personas en todo el mundo que rastrea sus gastos y optimiza sus presupuestos.

Ver todos ...",contact@moneylover.me
"Cocos: Invertí, ahorrá y pagá.",1634675415,Cocos Capital Servicios Digitales,1754031554,https://apps.apple.com/ar/developer/cocos-capital-servicios-digitales/id1754031554?uo=4,https://apps.apple.com/ar/app/cocos-invert%C3%AD-ahorr%C3%A1-y-pag%C3%A1/id1634675415?uo=4,Finance,Gratis,4.77928,20587,2022-07-19T07:00:00Z,capital.cocos.app,"Cocos simplifica la forma de manejar tus finanzas.
Invertí, ahorrá y pagá, todo en un solo lugar.  
Tu dinero invertido y disponible 24/7. 
¿Qué podés hacer con Cocos?
  •  Comprar y vender dólares al...",info@prexcard.com.ar
Toshl Finanzas - mis cuentas,921590251,Toshl Inc.,921590250,https://apps.apple.com/ar/developer/toshl-inc/id921590250?uo=4,https://apps.apple.com/ar/app/toshl-finanzas-mis-cuentas/id921590251?uo=4,Finance,Gratis,4.74165,449,2015-12-17T13:55:15Z,com.toshl,"Supervisa todas tus tarjetas de crédito, cuentas bancarias y efectivo en un solo sitio. Toshl Finance ayuda a más de 2 millones de personas a gestionar sus finanzas personales. Conoce tus finanzas. ¡D...",contact@moneylover.me
Banca Móvil Banco Hipotecario,469262970,Banco Hipotecario,469262973,https://apps.apple.com/ar/developer/banco-hipotecario/id469262973?uo=4,https://apps.apple.com/ar/app/banca-m%C3%B3vil-banco-hipotecario/id469262970?uo=4,Finance,Gratis,4.70812,16459,2011-10-21T14:08:29Z,com.hipotecario.bancamovil,"Relanzamos la app con un nuevo diseño y vas a poder consultar saldos, movimientos, pagar la tarjeta de crédito, préstamos, constituir plazos fijos, pagar uno o varios servicios simultáneamente y más. ...",atencion@hipotecario.com.ar
HBA Credit-finanzas personales,6744556121,HOME BUILDERS ASSOCIATION OF ST. LOUIS AND EASTERN MISSOURI,1808161260,https://apps.apple.com/ar/developer/home-builders-association-of-st-louis-and-eastern-missouri/id1808161260?uo=4,https://apps.apple.com/ar/app/hba-credit-finanzas-personales/id6744556121?uo=4,Finance,Gratis,4.34999,20,2025-09-17T07:00:00Z,com.hba.credit,"HBA Credit – Préstamos fáciles, rápidos y confiables

Ventajas principales
• Todo digital
Hacé el trámite completo desde tu celular, sin papeles ni gestiones presenciales.
• Gestión ágil
Accedé a tu p...",contactus@hbacredit.com
Soldi - Finanzas Personales,6739777905,Alex Martinez,1786991886,https://apps.apple.com/ar/developer/alex-martinez/id1786991886?uo=4,https://apps.apple.com/ar/app/soldi-finanzas-personales/id6739777905?uo=4,Finance,Gratis,4.86364,110,2025-03-14T07:00:00Z,com.soldi.soldiapp,"Soldi es una app de finanzas personales, gestor de gastos y planificador de presupuestos fácil de usar y sin anuncios, diseñado para ayudarte a controlar tus gastos, crear presupuestos personalizados ...",hello@spendee.com
Prex Argentina,1449144455,Prex,1732553801,https://apps.apple.com/ar/developer/prex/id1732553801?uo=4,https://apps.apple.com/ar/app/prex-argentina/id1449144455?uo=4,Finance,Gratis,4.7816,48193,2019-01-12T21:18:28Z,prexargentina,"Prex es la cuenta digital argentina que conecta tu plata con el mundo
Pagá en el exterior, manejá dólares, usá Pix en Brasil y recibí pagos internacionales desde plataformas globales como PayPal y Pay...",bipmovil@bpba.com.ar
N26 — Enamórate de tu banco,956857223,N26 AG,897464435,https://apps.apple.com/ar/developer/n26-ag/id897464435?uo=4,https://apps.apple.com/ar/app/n26-enam%C3%B3rate-de-tu-banco/id956857223?uo=4,Finance,Gratis,4.88076,2516,2015-02-04T15:33:31Z,de.no26.Number26,"Bienvenido al banco del que te vas a enamorar. Ahorra, invierte y gestiona tu dinero desde una sola app intuitiva que ya utilizan millones de personas.

BANCA
- Abre tu cuenta bancaria online N26 en m...",bbvabancamovil@bbva.com
ARQ (antes DolarApp),1567954123,DolarApp Inc,1567954125,https://apps.apple.com/ar/developer/dolarapp-inc/id1567954125?uo=4,https://apps.apple.com/ar/app/arq-antes-dolarapp/id1567954123?uo=4,Finance,Gratis,4.51881,1675,2021-09-01T07:00:00Z,io.dolarapp.app,"Modern finance for the global era.

ARQ opens the world's strongest assets and markets to travelers, investors, and professionals – so they can grow their money wherever they are.

Available in Mexico...",hola@uala.com.ar
BBVA México,374824226,"BBVA Bancomer, S.A.",372650200,https://apps.apple.com/ar/developer/bbva-bancomer-s-a/id372650200?uo=4,https://apps.apple.com/ar/app/bbva-m%C3%A9xico/id374824226?uo=4,Finance,Gratis,4.88661,732,2010-06-03T15:48:49Z,com.bancomer.bbva.bancomermovil,"Con la App BBVA México, las filas y traslados quedaron atrás. Realiza tus transacciones en minutos desde donde estés. 

¿Aún no eres parte del banco? No hay problema; ya no es necesario ir a sucursal ...",app.bbva.mx@bbva.com
Galicia - El banco en tu celu,774860115,Banco de Galicia y Buenos Aires S.A.,723923014,https://apps.apple.com/ar/developer/banco-de-galicia-y-buenos-aires-s-a/id723923014?uo=4,https://apps.apple.com/ar/app/galicia-el-banco-en-tu-celu/id774860115?uo=4,Finance,Gratis,4.74348,101662,2013-12-11T02:28:47Z,ar.com.bgapp,"Con nuestra App Galicia vas a poder:

• Abrir una cuenta gratis
Descargá la App Galicia y abrí tu cuenta online.

• Pagar con QR, NFC o sin contacto.

• Localizar promociones según tu ubicación
Usá nu...",app.galicia@bancogalicia.com.ar
ING Banca Móvil y Finanzas,774858627,"ING DIRECT, NV, Sucursal en España",418334044,https://apps.apple.com/ar/developer/ing-direct-nv-sucursal-en-espa%C3%B1a/id418334044?uo=4,https://apps.apple.com/ar/app/ing-banca-m%C3%B3vil-y-finanzas/id774858627?uo=4,Finance,Gratis,4.91446,152,2014-05-08T07:00:00Z,es.ingdirect.www,"Descarga la app, hazte cliente de ING ¡y empieza a disfrutar de tu banco móvil!
Gestiona tus finanzas y gastos diarios, paga con tu móvil y envía o recibe dinero por Bizum de forma fácil y segura.

Co...",appmovil@bankinter.com
MODO,1530606263,Play Digital SA,1527103696,https://apps.apple.com/ar/developer/play-digital-sa/id1527103696?uo=4,https://apps.apple.com/ar/app/modo/id1530606263?uo=4,Finance,Gratis,4.8586,123675,2020-11-21T08:00:00Z,com.playdigital.modo,"MODO es la app que simplifica tu día a día: conectá tus cuentas y tarjetas bancarias, elegí cómo pagar y aprovechá beneficios al instante.

¿Qué podés hacer con MODO?

- Pagá
Usá QR o contactless en c...",bipmovil@bpba.com.ar
Buddy: Money Budget Tracker,936422955,Buddy Budgeting AB,936422954,https://apps.apple.com/ar/developer/buddy-budgeting-ab/id936422954?uo=4,https://apps.apple.com/ar/app/buddy-money-budget-tracker/id936422955?uo=4,Finance,Gratis,4.76136,528,2014-11-14T03:17:09Z,com.iPwners.Plonkan,"Buddy helps you set up a budget and keep track of your expenses, either by yourself or together with your loved ones.
Here’s what is waiting for you inside:


BUDGETS
Buddy will help you not to oversp...",davetech.app@gmail.com
Banca Móvil Ciudad,1515534818,Banco Ciudad,550456701,https://apps.apple.com/ar/developer/banco-ciudad/id550456701?uo=4,https://apps.apple.com/ar/app/banca-m%C3%B3vil-ciudad/id1515534818?uo=4,Finance,Gratis,4.7802,54545,2021-03-21T07:00:00Z,ar.com.redlink.hb.custom,"En pocos pasos podrás acceder a la información completa de tus cuentas y tarjetas, agenda de pagos, realizar transferencias y muchas cosas más.

Accionamos las mejoras que nos pediste y seguimos traba...",bipmovil@bpba.com.ar
Banco del Sol - Banco Digital,1472358203,Banco del Sol S.A.,1453739186,https://apps.apple.com/ar/developer/banco-del-sol-s-a/id1453739186?uo=4,https://apps.apple.com/ar/app/banco-del-sol-banco-digital/id1472358203?uo=4,Finance,Gratis,4.41643,1035,2020-02-21T08:00:00Z,ar.com.bdsol.bds,"Somos Banco del Sol, el banco digital de SANCOR SEGUROS. Abrí tu cuenta sin costo en pocos minutos y empezá a operar inmediatamente con tu tarjeta virtual. Pagá escaneando cualquier QR y accedé a bene...",asistencia@bancodelsol.com
Finanzas y gastos - MoneyStats,1333174950,Tom Tennstedt,1065357282,https://apps.apple.com/ar/developer/tom-tennstedt/id1065357282?uo=4,https://apps.apple.com/ar/app/finanzas-y-gastos-moneystats/id1333174950?uo=4,Finance,USD 4.49,4.51851,27,2018-01-15T02:37:00Z,com.ttdeveloped.moneystatisticspro,"¡Tu presupuesto, tus finanzas, tu plan! ¡Controla tus ingresos y gastos y ahorra dinero!

¡Con MoneyStats tienes control total de tus finanzas personales, tu presupuesto y tus ingresos y gastos! ¡Cree...",
CoinKeeper: control de gastos,849747345,Disrapp,849747348,https://apps.apple.com/ar/developer/disrapp/id849747348?uo=4,https://apps.apple.com/ar/app/coinkeeper-control-de-gastos/id849747345?uo=4,Finance,Gratis,4.53243,370,2014-04-14T14:36:51Z,com.disrapp.coinkeeper,"CoinKeeper es uno de los gestores de finanzas personales más populares porque cuenta con:
*100 000 usuarios activos
*3000 reseñas, 4,5 estrellas
*Seleccionada por los editores de la App Store: ‘Mejore...",ntimtiktik@gmail.com
iXpenseIt: Gestión Finanza,296426075,"FYI Mobileware, Inc.",284947177,https://apps.apple.com/ar/developer/fyi-mobileware-inc/id284947177?uo=4,https://apps.apple.com/ar/app/ixpenseit-gesti%C3%B3n-finanza/id296426075?uo=4,Finance,Gratis,4.63999,25,2008-11-16T00:11:00Z,iXpenseItLite,"Mejora tu bienestar financiero con iXpenseIt: La aplicación definitiva de finanzas personales

Bienvenido a iXpenseIt, donde gestionar tus finanzas personales no solo se vuelve sencillo, sino también ...",expense5@appxy.com
Money Pro: Personal Finance AR,918609651,iBear LLC,347886453,https://apps.apple.com/ar/developer/ibear-llc/id347886453?uo=4,https://apps.apple.com/ar/app/money-pro-personal-finance-ar/id918609651?uo=4,Finance,USD 4.99,4.42432,370,2014-10-22T08:35:35Z,com.ibearsoft.moneypro,"PRESUPUESTOS FÁCILES. ¡Reduzca sus gastos con Money Pro®!
Con Money Pro podrá planificar sus facturas, elaborar presupuestos y realizar un seguimiento de sus cuentas. Money Pro es ideal para la elabor...",nsupport.ios.app@fastbudget.it
BBVA Argentina,748231035,BBVA,325546737,https://apps.apple.com/ar/developer/bbva/id325546737?uo=4,https://apps.apple.com/ar/app/bbva-argentina/id748231035?uo=4,Finance,Gratis,4.76477,162138,2013-11-19T22:53:47Z,com.bbva.argentina-iphone,"¡Te damos la bienvenida a App BBVA Argentina! 
Tené el control de tus finanzas, consultá tus cuentas, movimientos y detalles. Además hacé tus operaciones de forma fácil y segura. En cualquier momento ...",bbvabancamovil@bbva.com
Mi Negocio Natura &Co,1197578002,Natura,580392550,https://apps.apple.com/ar/developer/natura/id580392550?uo=4,https://apps.apple.com/ar/app/mi-negocio-natura-co/id1197578002?uo=4,Lifestyle,Gratis,4.8037,15742,2017-02-01T14:07:37Z,net.natura.minegocionatura,"Con Mi Negocio puedes hacer pedidos y darles seguimiento desde cualquier lugar, mantenerte al tanto de novedades, mirar y compartir la revista digital, acceder a contenido exclusivo para compartir en ...",aplicaciones@natura.net
Forest - Mantente concentrado,866450515,"SEEKRTECH CO., LTD.",469475888,https://apps.apple.com/ar/developer/seekrtech-co-ltd/id469475888?uo=4,https://apps.apple.com/ar/app/forest-mantente-concentrado/id866450515?uo=4,Productivity,Gratis,4.79962,1058,2014-05-10T07:46:44Z,com.forestapp.Forest,"## La mejor aplicación de productividad en 136 países. Más de 2 millones de usuarios de pago satisfechos. Destacado en el anuncio de televisión ""Amazing Apps"" de Apple.
## Permanece concentrado con el...",amazingwork@126.com
Productive - Hábitos y tareas,983826477,Mosaic S.r.l.,570748343,https://apps.apple.com/ar/developer/mosaic-s-r-l/id570748343?uo=4,https://apps.apple.com/ar/app/productive-h%C3%A1bitos-y-tareas/id983826477?uo=4,Productivity,Gratis,4.62871,2055,2015-06-02T06:38:06Z,com.beHappy.Productive,"¿Quiere motivarse para crear rutinas saludables? Descubra Productive, la aplicación que lo/a ayuda a crear hábitos positivos y que cambian la vida. ¡Con Productive puede establecer objetivos personale...",30dayfitness@bendingspoons.com
Opal: Tiempo de Pantalla Focus,1497465230,Opal OS,1497465229,https://apps.apple.com/ar/developer/opal-os/id1497465229?uo=4,https://apps.apple.com/ar/app/opal-tiempo-de-pantalla-focus/id1497465230?uo=4,Productivity,Gratis,4.87699,1504,2020-12-15T08:00:00Z,com.withopal.opal,"Mejor que el tiempo de pantalla, Opal te ayuda a enfocarte para que puedas aprovechar al máximo cada día.

4 horas. Ese es el tiempo promedio que pasarás mirando tu teléfono hoy. Con una combinación d...",contact@getpresentapp.com
Daily Planner routine schedule,1438388363,InnerGrow,1828382777,https://apps.apple.com/ar/developer/innergrow/id1828382777?uo=4,https://apps.apple.com/ar/app/daily-planner-routine-schedule/id1438388363?uo=4,Productivity,Gratis,4.79624,2022,2019-01-31T09:10:14Z,com.davetech.habit,"Habit Tracker es una aplicación para ayudarte a construir hábitos y alcanzar objetivos.
Te recordará cuando sea necesario, seguirá tus hábitos con estadísticas y notas, analizará tus hábitos con gráfi...",davetech.app@gmail.com
