app_name,app_id,developer_name,developer_id,developer_url,app_url,category,price,rating,rating_count,release_date,bundle_id,description,Contact_Email
"Investing.com: Bolsa, Acciones",909998122,Fusion Media Limited,909998125,https://apps.apple.com/es/developer/fusion-media-limited/id909998125?uo=4,https://apps.apple.com/es/app/investing-com-bolsa-acciones/id909998122?uo=4,Finance,Gratis,4.69001,20617,2014-09-02T07:00:00Z,com.investing.app,"Investing.com ofrece una serie de herramientas financieras, con una amplia variedad de instrumentos de inversión locales y globales. Toda la información que necesitan traders e inversores está a su di...",destek@forinvest.com
Revolut — Más que un banco,932493382,Revolut Ltd,932493381,https://apps.apple.com/es/developer/revolut-ltd/id932493381?uo=4,https://apps.apple.com/es/app/revolut-m%C3%A1s-que-un-banco/id932493382?uo=4,Finance,Gratis,4.81442,166561,2015-03-01T14:54:14Z,com.revolut.revolut,"Pagos internacionales, transferencias con Bizum y mucho más, todo en único sitio.

Además, nuestro IBAN español facilita tus pagos más que nunca. (Sujeto a TyC)

Tus finanzas, mejoradas
* Descubre la ...",supports-wallet@2x.png
TradingView: Siga los Mercados,1205990992,TradingView,1205990991,https://apps.apple.com/es/developer/tradingview/id1205990991?uo=4,https://apps.apple.com/es/app/tradingview-siga-los-mercados/id1205990992?uo=4,Finance,Gratis,4.81522,18601,2017-04-24T11:29:54Z,com.tradingview.tradingviewapp,"En pocas palabras, somos el lugar donde el mundo entero analiza gráficos, chatea y negocia en los mercados. Más de 100 millones de personas utilizan nuestra red social y nuestros supergráficos sobreal...",ios@myfxbook.com
Finanzas personales - MonAi,6447112647,Florian Vates,1544416478,https://apps.apple.com/es/developer/florian-vates/id1544416478?uo=4,https://apps.apple.com/es/app/finanzas-personales-monai/id6447112647?uo=4,Finance,Gratis,4.6473,241,2023-06-14T07:00:00Z,com.MonAi,"Presentamos MonAi, la app que revoluciona el seguimiento de tus gastos diarios. Con una interfaz divertida, fácil y atractiva, MonAi simplifica el control de gastos como nunca antes. No más tediosas e...",app.cordi@protonmail.com
imagin・Banco Móvil y Finanzas,1069665204,"CaixaBank, S.A.",318806097,https://apps.apple.com/es/developer/caixabank-s-a/id318806097?uo=4,https://apps.apple.com/es/app/imagin-banco-m%C3%B3vil-y-finanzas/id1069665204?uo=4,Finance,Gratis,4.6641,156897,2016-01-14T16:10:56Z,es.lacaixa.mobile.imaginBank,"imagin – Más que una app para gestionar tu dinero

Descarga la app de imagin, elige la banca digital que se preocupa por el planeta y empieza a disfrutar de descuentos top, controlar tus finanzas, com...",bbvabancamovil@bbva.com
Buddy: Budget & Save Money,936422955,Buddy Budgeting AB,936422954,https://apps.apple.com/es/developer/buddy-budgeting-ab/id936422954?uo=4,https://apps.apple.com/es/app/buddy-budget-save-money/id936422955?uo=4,Finance,Gratis,4.65366,1025,2014-11-14T03:17:09Z,com.iPwners.Plonkan,"Buddy te ayuda a fijar un presupuesto y mantener un registro de tus gastos, por ti mismo o junto con tus seres queridos.
Aquí está lo que te espera dentro:


PRESUPUESTOS
Buddy te ayudará a no gastar ...",davetech.app@gmail.com
ING Banca Móvil y Finanzas,774858627,"ING DIRECT, NV, Sucursal en España",418334044,https://apps.apple.com/es/developer/ing-direct-nv-sucursal-en-espa%C3%B1a/id418334044?uo=4,https://apps.apple.com/es/app/ing-banca-m%C3%B3vil-y-finanzas/id774858627?uo=4,Finance,Gratis,4.82876,153770,2014-05-08T07:00:00Z,es.ingdirect.www,"Descarga la app, hazte cliente de ING ¡y empieza a disfrutar de tu banco móvil!
Gestiona tus finanzas y gastos diarios, paga con tu móvil y envía o recibe dinero por Bizum de forma fácil y segura.

Co...",appmovil@bankinter.com
Soldi: Control Gastos Finanzas,6739777905,Alex Martinez,1786991886,https://apps.apple.com/es/developer/alex-martinez/id1786991886?uo=4,https://apps.apple.com/es/app/soldi-control-gastos-finanzas/id6739777905?uo=4,Finance,Gratis,4.74364,905,2025-03-14T07:00:00Z,com.soldi.soldiapp,"Soldi es una app de finanzas personales, gestor de gastos y planificador de presupuestos fácil de usar y sin anuncios, diseñado para ayudarte a controlar tus gastos, crear presupuestos personalizados ...",bbvabancamovil@bbva.com
Money Pro: Finanzas personales,918609651,iBear LLC,347886453,https://apps.apple.com/es/developer/ibear-llc/id347886453?uo=4,https://apps.apple.com/es/app/money-pro-finanzas-personales/id918609651?uo=4,Finance,"5,99 €",4.13453,669,2014-10-22T08:35:35Z,com.ibearsoft.moneypro,"PRESUPUESTOS FÁCILES. ¡Reduzca sus gastos con Money Pro®!
Con Money Pro podrá planificar sus facturas, elaborar presupuestos y realizar un seguimiento de sus cuentas. Money Pro es ideal para la elabor...",nsupport.ios.app@fastbudget.it
Trade Republic: Broker & Banco,1410703839,Trade Republic Bank GmbH,1273602510,https://apps.apple.com/es/developer/trade-republic-bank-gmbh/id1273602510?uo=4,https://apps.apple.com/es/app/trade-republic-broker-banco/id1410703839?uo=4,Finance,Gratis,4.76762,53077,2018-08-04T00:20:56Z,de.traderepublic.app,"La manera más inteligente de invertir, gastar y ahorrar.
Obtén un 2 % TIN (2,02 % TAE) sobre tu efectivo sin límites. Solicita tu tarjeta sin suscripciones para gastar y recibir un 1 % de Saveback. In...",app-market-contact@traderepublic.com
Finanzas y gastos - MoneyStats,1333174950,Tom Tennstedt,1065357282,https://apps.apple.com/es/developer/tom-tennstedt/id1065357282?uo=4,https://apps.apple.com/es/app/finanzas-y-gastos-moneystats/id1333174950?uo=4,Finance,"4,99 €",4.6943,193,2018-01-15T02:37:00Z,com.ttdeveloped.moneystatisticspro,"¡Tu presupuesto, tus finanzas, tu plan! ¡Controla tus ingresos y gastos y ahorra dinero!

¡Con MoneyStats tienes control total de tus finanzas personales, tu presupuesto y tus ingresos y gastos! ¡Cree...",feedback@ttdeveloped.com
iXpenseIt Pro: Gestión Finanza,284947174,"FYI Mobileware, Inc.",284947177,https://apps.apple.com/es/developer/fyi-mobileware-inc/id284947177?uo=4,https://apps.apple.com/es/app/ixpenseit-pro-gesti%C3%B3n-finanza/id284947174?uo=4,Finance,"5,99 €",4.62047,166,2019-02-12T08:00:00Z,iXpenseIt,"Mejore su bienestar financiero con iXpenseIt: La aplicación definitiva para finanzas personales

Bienvenido a iXpenseIt, donde gestionar tus finanzas personales no solo se convierte en algo simple, si...",linklinksapp@tom.com
Control de gastos y dinero,1204316311,Alin Sorin Cuc,1127767680,https://apps.apple.com/es/developer/alin-sorin-cuc/id1127767680?uo=4,https://apps.apple.com/es/app/control-de-gastos-y-dinero/id1204316311?uo=4,Finance,Gratis,4.49193,2293,2017-02-13T18:26:09Z,com.smartexpenditure,La administración del dinero es siempre complicada y la mayor parte del tiempo te preguntas a dónde fue a parar todo tu dinero y en qué estás gastando tus ahorros. Con el fin de responder a estas preg...,contact@encodemx.com
ProRealTime - Bolsa y Finanzas,1664741128,ProRealTime,1664741130,https://apps.apple.com/es/developer/prorealtime/id1664741130?uo=4,https://apps.apple.com/es/app/prorealtime-bolsa-y-finanzas/id1664741128?uo=4,Finance,Gratis,4.72904,513,2024-10-16T07:00:00Z,com.prorealtime.prtmobile.app,"#  Siga los mercados en tiempo real
Tiempo real incluido en Acciones de Europa, Acciones EEUU , Criptomonedas, Divisas, Oro y Plata al contado. Otros mercados disponibles de forma gratuita con un retr...",hello@finary.com
Spendee Money Gestor de gastos,635861140,Cleevio s.r.o.,455201242,https://apps.apple.com/es/developer/cleevio-s-r-o/id455201242?uo=4,https://apps.apple.com/es/app/spendee-money-gestor-de-gastos/id635861140?uo=4,Finance,Gratis,4.55521,1585,2013-07-15T09:31:07Z,com.cleevio.spendee,"¡Ahorre dinero sin esfuerzo! Spendee es una aplicación de presupuesto GRATUITA que ya adoran casi 3.000.000 de personas en todo el mundo que rastrea sus gastos y optimiza sus presupuestos.

Ver todos ...",contact@moneylover.me
Gestor de Gastos - Fleur,1621020173,Akash Jain,1473155604,https://apps.apple.com/es/developer/akash-jain/id1473155604?uo=4,https://apps.apple.com/es/app/gestor-de-gastos-fleur/id1621020173?uo=4,Finance,Gratis,4.75713,280,2022-05-22T07:00:00Z,com.fleurbudget,Fleur es una bonita y sencilla aplicación de planificación y seguimiento del presupuesto. La aplicación le permite añadir fácilmente los gastos e ingresos diarios. También puede establecer un presupue...,bills.organizer.kdvsolutions@gmail.com
Nu,814456780,NU PAGAMENTOS S/A INSTITUICAO DE PAGAMENTO,814456783,https://apps.apple.com/es/developer/nu-pagamentos-s-a-instituicao-de-pagamento/id814456783?uo=4,https://apps.apple.com/es/app/nu/id814456780?uo=4,Finance,Gratis,4.77226,1370,2014-04-24T20:53:33Z,com.nu.iphone,"Simple, humana y transparente. Así es la vida financiera con Nu. Con nuestros productos de crédito y ahorro, queremos devolverte el control de tu tiempo y dinero para que los uses en lo que más amas y...",ayuda@nu.com.co
Registro Contable (Remove Ads),564730202,Realbyte Inc.,560481813,https://apps.apple.com/es/developer/realbyte-inc/id560481813?uo=4,https://apps.apple.com/es/app/registro-contable-remove-ads/id564730202?uo=4,Finance,"6,99 €",4.74677,387,2012-10-04T01:28:01Z,com.realbyteapps.MoneyManager,"'Money Manager Next (+PC Editing)' es una aplicación utilitaria que le ayuda a manejar su dinero personal. Podrá administrar sus ingresos, gastos y saldos mensuales. 

Si nos informa de traducciónes e...",hello@spendee.com
Budget Flow | Gestor Finanzas,1640091876,Fabian Hasse,1529861729,https://apps.apple.com/es/developer/fabian-hasse/id1529861729?uo=4,https://apps.apple.com/es/app/budget-flow-gestor-finanzas/id1640091876?uo=4,Finance,Gratis,4.72727,66,2023-06-30T07:00:00Z,com.fabian.hasse.haushaltsbuch,"Budget Flow le permite realizar un seguimiento de sus ingresos y gastos y administrarlos sin esfuerzo. Esta app de seguimiento de gastos moderna y fácil de usar es rápida de configurar, no requiere re...",hello@moze.app
SumUp Pay: finanzas móviles,1462869103,SumUp Limited,514879217,https://apps.apple.com/es/developer/sumup-limited/id514879217?uo=4,https://apps.apple.com/es/app/sumup-pay-finanzas-m%C3%B3viles/id1462869103?uo=4,Finance,Gratis,4.34091,88,2020-11-23T08:00:00Z,com.sumup.sumuppay,"Compra en el extranjero, divide cuentas en segundos y ahorra con Espacios. Todo con la cuenta gratuita de SumUp Pay.

GESTIONA TU DINERO

- Paga, cobra y divide cuentas en segundos
- Envía y solicita ...",nsumup.appstore@sumup.com
BBVA México,374824226,"BBVA Bancomer, S.A.",372650200,https://apps.apple.com/es/developer/bbva-bancomer-s-a/id372650200?uo=4,https://apps.apple.com/es/app/bbva-m%C3%A9xico/id374824226?uo=4,Finance,Gratis,4.83146,7286,2010-06-03T15:48:49Z,com.bancomer.bbva.bancomermovil,"Con la App BBVA México, las filas y traslados quedaron atrás. Realiza tus transacciones en minutos desde donde estés. 

¿Aún no eres parte del banco? No hay problema; ya no es necesario ir a sucursal ...",app.bbva.mx@bbva.com
Tap - Finanzas Móviles,1492263993,Tap Global Limited,1492263992,https://apps.apple.com/es/developer/tap-global-limited/id1492263992?uo=4,https://apps.apple.com/es/app/tap-finanzas-m%C3%B3viles/id1492263993?uo=4,Finance,Gratis,4.53416,556,2019-12-20T08:00:00Z,com.TapGlobal.tap,"Bienvenidos a Tap, donde la gestión de tus finanzas se convierte en una experiencia llena de facilidad e innovación. Ya sea que seas un viajero frecuente, un expatriado o alguien a quien le encanta ex...",
Control de gastos y finanzas,1225559794,Alexey Sakharov,800373228,https://apps.apple.com/es/developer/alexey-sakharov/id800373228?uo=4,https://apps.apple.com/es/app/control-de-gastos-y-finanzas/id1225559794?uo=4,Finance,Gratis,4.38462,13,2017-05-30T22:42:17Z,ru.sakharov.IncomesPremium,"¡La aplicación Ingresos es una práctica contabilidad de sus finanzas personales!

La función principal de la aplicación:
- Presupuestos
- Cuentas con diferentes monedas
- Transferencias entre cuentas
...",financialexpenses0@gmail.com
iXpenseIt: Gestión Finanza,296426075,"FYI Mobileware, Inc.",284947177,https://apps.apple.com/es/developer/fyi-mobileware-inc/id284947177?uo=4,https://apps.apple.com/es/app/ixpenseit-gesti%C3%B3n-finanza/id296426075?uo=4,Finance,Gratis,4.59375,32,2008-11-16T00:11:00Z,iXpenseItLite,"Mejora tu bienestar financiero con iXpenseIt: La aplicación definitiva de finanzas personales

Bienvenido a iXpenseIt, donde gestionar tus finanzas personales no solo se vuelve sencillo, sino también ...",expense5@appxy.com
Control de gastos - Money Flow,900890647,Hermann Wagenleitner,543089550,https://apps.apple.com/es/developer/hermann-wagenleitner/id543089550?uo=4,https://apps.apple.com/es/app/control-de-gastos-money-flow/id900890647?uo=4,Finance,Gratis,4.59558,136,2014-08-11T09:10:00Z,com.azfalt.mf,"Aplicación para realizar un seguimiento rápido de los gastos e ingresos, así como para controlar su situación financiera personal.

CARACTERÍSTICAS:
• La adición de operaciones es fácil y rápida.
• Cu...",1@2x.png
Mercado Pago: cuenta digital,925436649,MercadoLibre,463624855,https://apps.apple.com/es/developer/mercadolibre/id463624855?uo=4,https://apps.apple.com/es/app/mercado-pago-cuenta-digital/id925436649?uo=4,Finance,Gratis,4.85744,9610,2014-12-17T23:58:29Z,com.mercadopago.MercadoPago,"Te damos la bienvenida a Mercado Pago, la cuenta digital de Mercado Libre, donde tu dinero crece y puedes mantenerlo siempre seguro. Descarga la app y transforma tu vida financiera. 
Con Mercado Pago,...",falanext@next.b.br
Toshl Finanzas - mis cuentas,921590251,Toshl Inc.,921590250,https://apps.apple.com/es/developer/toshl-inc/id921590250?uo=4,https://apps.apple.com/es/app/toshl-finanzas-mis-cuentas/id921590251?uo=4,Finance,Gratis,4.65963,379,2015-12-17T13:55:15Z,com.toshl,"Supervisa todas tus tarjetas de crédito, cuentas bancarias y efectivo en un solo sitio. Toshl Finance ayuda a más de 2 millones de personas a gestionar sus finanzas personales. Conoce tus finanzas. ¡D...",hello@moneyboardapp.com
Nickel - Tu cuenta del barrio,1119225763,Compte-Nickel,1119225762,https://apps.apple.com/es/developer/compte-nickel/id1119225762?uo=4,https://apps.apple.com/es/app/nickel-tu-cuenta-del-barrio/id1119225763?uo=4,Finance,Gratis,4.81452,15700,2016-06-09T17:01:25Z,com.fpe.comptenickel,"¡Ya hay más de 4 millones de personas usando su cuenta Nickel!

1 cuenta, 1 tarjeta Mastercard y 1 IBAN español, ¡en 5 minutos!

Fácil, rápido y sin condiciones. Abre tu cuenta con DNI o pasaporte (ac...",nowner-apple-developer@nickel.eu
Banco Guayaquil: Banca Móvil,624963066,Banco de Guayaquil,624963209,https://apps.apple.com/es/developer/banco-de-guayaquil/id624963209?uo=4,https://apps.apple.com/es/app/banco-guayaquil-banca-m%C3%B3vil/id624963066?uo=4,Finance,Gratis,4.83392,837,2013-04-03T07:00:00Z,com.bayteq.bancodeguayaquiluniversal,Banco Guayaquil se enorgullece de ofrecer una app diseñada para brindar la mejor experiencia bancaria móvil. Descubre todas las funciones que hacen de nuestra app la mejor opción para manejar tus fina...,supports-wallet@2x.png
N26 — Enamórate de tu banco,956857223,N26 AG,897464435,https://apps.apple.com/es/developer/n26-ag/id897464435?uo=4,https://apps.apple.com/es/app/n26-enam%C3%B3rate-de-tu-banco/id956857223?uo=4,Finance,Gratis,4.76175,58111,2015-02-04T15:33:31Z,de.no26.Number26,"Bienvenido al banco del que te vas a enamorar. Ahorra, invierte y gestiona tu dinero desde una sola app intuitiva que ya utilizan millones de personas.

BANCA
- Abre tu cuenta bancaria online N26 en m...",hello@finom.co
Koyfin: Bolsa & Finanzas,1616697676,Koyfin Inc,1616697678,https://apps.apple.com/es/developer/koyfin-inc/id1616697678?uo=4,https://apps.apple.com/es/app/koyfin-bolsa-finanzas/id1616697676?uo=4,Finance,Gratis,4.69318,88,2022-05-18T07:00:00Z,com.koyfin.app,"Descubre Koyfin para iOS, altamente valorada en el Informe Kitces con un 9,5 de 10 y confiada por más de medio millón de inversores. Esta aplicación forma parte de una plataforma todo-en-uno para dato...",
Moneyboard  Presupuesto Ahorro,625887028,Damien Vieira,625887031,https://apps.apple.com/es/developer/damien-vieira/id625887031?uo=4,https://apps.apple.com/es/app/moneyboard-presupuesto-ahorro/id625887028?uo=4,Finance,Gratis,4.55345,580,2013-04-03T16:53:39Z,com.product.moneyboard,"Moneyboard es la manera más fácil de controlar tus gastos y tus ingresos. Es una aplicación muy potente para finanzas personales, intuitiva y fácil de navegar entre tus registros y balances con pocos ...",hello@moneyboardapp.com
"WiZink Bank, tu banco online",1120078772,"WiZink Bank, S.A.",1120078771,https://apps.apple.com/es/developer/wizink-bank-s-a/id1120078771?uo=4,https://apps.apple.com/es/app/wizink-bank-tu-banco-online/id1120078772?uo=4,Finance,Gratis,4.47729,18433,2016-06-30T04:35:44Z,com.app.wizink.es,"WiZink, banco 100% digital

Descarga gratis la App de WiZink Bank para tener a mano toda la info de tus tarjetas WiZink (crédito disponible, movimientos, extractos, PIN, etc.). 
Además, podrás realiza...",dpo@oney.es
CaixaBankNow: Tu Banco online,318806094,"CaixaBank, S.A.",318806097,https://apps.apple.com/es/developer/caixabank-s-a/id318806097?uo=4,https://apps.apple.com/es/app/caixabanknow-tu-banco-online/id318806094?uo=4,Finance,Gratis,4.71603,455253,2009-07-03T22:26:31Z,com.thenetfirm.mobile.wapicon.WapIcon,"Tu Banco online desde el móvil con la app de CaixaBank.

Descarga ahora la app de CaixaBank y accede a una amplia variedad de servicios en tu banco online. Gestiona tus finanzas personales desde el mó...",appmovil@bankinter.com
CoinKeeper: Control de gastos,849747345,Disrapp,849747348,https://apps.apple.com/es/developer/disrapp/id849747348?uo=4,https://apps.apple.com/es/app/coinkeeper-control-de-gastos/id849747345?uo=4,Finance,Gratis,4.40204,490,2014-04-14T14:36:51Z,com.disrapp.coinkeeper,"CoinKeeper es uno de los gestores de finanzas personales más populares porque cuenta con:
*100 000 usuarios activos
*3000 reseñas, 4,5 estrellas
*Seleccionada por los editores de la App Store: ‘Mejore...",ntimtiktik@gmail.com
Gestor de gastos MoneyCoach,989642198,MoneyCoach UG,1170891449,https://apps.apple.com/es/developer/moneycoach-ug/id1170891449?uo=4,https://apps.apple.com/es/app/gestor-de-gastos-moneycoach/id989642198?uo=4,Finance,Gratis,4.4,240,2015-06-18T15:41:06Z,com.duuro.moneyCoach,MoneyCoach está ayudando a millones de personas con sus hábitos financieros y la atención plena de una manera súper fácil e inteligente. MoneyCoach crea hábitos financieros saludables que reducen su e...,hello@moneyboardapp.com
Qonto: Cuenta para empresas,1214811644,Qonto,1214811643,https://apps.apple.com/es/developer/qonto/id1214811643?uo=4,https://apps.apple.com/es/app/qonto-cuenta-para-empresas/id1214811644?uo=4,Finance,Gratis,4.66438,1165,2017-06-29T09:00:55Z,eu.qonto.qonto,"Qonto es la cuenta de empresa con herramientas financieras que simplifica la operativa diaria de pymes, emprendedores y autónomos. Todo para pagar, cobrar, facturar, llevar la contabilidad y gestionar...",careteam@qonto.com
"Bleap: Finanzas,Tarjeta Cripto",6467641662,Bleap,1708895888,https://apps.apple.com/es/developer/bleap/id1708895888?uo=4,https://apps.apple.com/es/app/bleap-finanzas-tarjeta-cripto/id6467641662?uo=4,Finance,Gratis,4.13636,22,2024-08-19T07:00:00Z,com.bleap,"BLEAP: TU PUERTA A LA LIBERTAD CRYPTO

Descubre el futuro de las finanzas con Bleap, tu wallet Web3 y tarjeta crypto.
Gestiona tus activos digitales, compra criptomonedas y explora el mundo de las fin...",
Nequi Colombia,1075378688,Bancolombia s.a.,565101006,https://apps.apple.com/es/developer/bancolombia-s-a/id565101006?uo=4,https://apps.apple.com/es/app/nequi-colombia/id1075378688?uo=4,Finance,Gratis,4.85813,6069,2016-04-28T21:10:33Z,co.nequi.app,"¡Bienvenid@ a Nequi! Somos una plataforma financiera digital de Colombia para que muevas tu plata #ATuRitmo. Con más de 20 millones de usuari@s, queremos mejorar tu relación con la plata y ayudarte a ...",
Ruralvía - Banca digital,1535001210,Rural Servicios Informáticos,517964248,https://apps.apple.com/es/developer/rural-servicios-inform%C3%A1ticos/id517964248?uo=4,https://apps.apple.com/es/app/ruralv%C3%ADa-banca-digital/id1535001210?uo=4,Finance,Gratis,4.84136,56379,2021-10-26T07:00:00Z,com.rsi.nba,"Ruralvía: Tu Banca Digital Móvil

¡Te damos la bienvenida a Ruralvía, la aplicación de banca digital y finanzas del Grupo Caja Rural! Lleva tu banco en el bolsillo para realizar transferencias, pagos,...",atencionapp@elcorteingles.es
Forest - Mantente concentrado,866450515,"SEEKRTECH CO., LTD.",469475888,https://apps.apple.com/es/developer/seekrtech-co-ltd/id469475888?uo=4,https://apps.apple.com/es/app/forest-mantente-concentrado/id866450515?uo=4,Productivity,Gratis,4.73255,6506,2014-05-10T07:46:44Z,com.forestapp.Forest,"## La mejor aplicación de productividad en 136 países. Más de 2 millones de usuarios de pago satisfechos. Destacado en el anuncio de televisión ""Amazing Apps"" de Apple.
## Permanece concentrado con el...",amazingwork@126.com
Structured – Agenda del día,1499198946,unorderly GmbH,1120717165,https://apps.apple.com/es/developer/unorderly-gmbh/id1120717165?uo=4,https://apps.apple.com/es/app/structured-agenda-del-d%C3%ADa/id1499198946?uo=4,Productivity,Gratis,4.75846,11435,2020-04-09T07:00:00Z,com.leomehlig.today,"Encuentra enfoque y claridad en tu día.

Planea con una línea de tiempo visual que reúne tu calendario, tareas, rutinas y hábitos en un solo lugar.

Únete a más de 1.5 millones de personas que se orga...",planmorefeedback@outlook.com
Daily Planner routine schedule,1438388363,InnerGrow,1828382777,https://apps.apple.com/es/developer/innergrow/id1828382777?uo=4,https://apps.apple.com/es/app/daily-planner-routine-schedule/id1438388363?uo=4,Productivity,Gratis,4.70434,5848,2019-01-31T09:10:14Z,com.davetech.habit,"Habit Tracker es una aplicación para ayudarte a construir hábitos y alcanzar objetivos.
Te recordará cuando sea necesario, seguirá tus hábitos con estadísticas y notas, analizará tus hábitos con gráfi...",davetech.app@gmail.com
Opal: Tiempo de Pantalla Focus,1497465230,Opal OS,1497465229,https://apps.apple.com/es/developer/opal-os/id1497465229?uo=4,https://apps.apple.com/es/app/opal-tiempo-de-pantalla-focus/id1497465230?uo=4,Productivity,Gratis,4.78328,2464,2020-12-15T08:00:00Z,com.withopal.opal,"Mejor que el tiempo de pantalla, Opal te ayuda a enfocarte para que puedas aprovechar al máximo cada día.

4 horas. Ese es el tiempo promedio que pasarás mirando tu teléfono hoy. Con una combinación d...",contact@getpresentapp.com
